target_id,target_path,target_line,source_id,source_path,source_line,method,score,exact_shared_shingles,target_preview,source_preview
a116df3f6f7e12d9,analysis_outputs\thesis_similarity\final_2026-06-08_deep\inputs\google_doc_body_chapters_1_5.txt,124,0a3eb59c13bfacdd,docs\thesis\sources\Analyzing_Uncertainty_Quantification_in_Statistica.pdf,1,semantic_embedding,0.8088,0,"Класичні роботи з electricity price forecasting часто оцінюють моделі через MAE, RMSE, MAPE або quantile losses. Такі метрики корисні для порівняння прогнозів, але вони не відповідають безпосередньо на питання, чи кращим буде battery schedule. Lago et al. (2021) показують важливі",choice data or parameter calibration in the electricity price forecasting literature several authors have focused on developing probabilistic forecasting mod- els for power prices see e g 1 2 and 3 for overviews for general overviews of probabilistic interval forecasting see 4 an
211f08d4d8a0bd9b,analysis_outputs\thesis_similarity\final_2026-06-08_deep\inputs\google_doc_body_chapters_1_5.txt,107,276de65519a72571,docs\thesis\sources\conversation-source-capture-2026-05-08.md,1,semantic_embedding,0.795,0,"Ринок на добу наперед задає погодинні price signals, які можуть бути використані для планування заряду й розряду BESS. Для України така задача має практичну вагу через потребу в гнучкості, інтеграції відновлюваної генерації, локальному балансуванні та зменшенні вартості пікових г",forecasts by realized dispatch revenue against perfect-foresight schedules and considers ageing costs local note dfki-2025-bess-dispatch-forecast-impact md' newly captured policy and market-coupling sources status source why it matters current use include energy community ukraine
3b9a7dba6f643eee,analysis_outputs\thesis_similarity\final_2026-06-08_deep\inputs\google_doc_body_chapters_1_5.txt,197,88de319b6b8a8c5d,docs\thesis\sources\2406.17085v2-perturbed-decision-focused-learning-energy-storage.pdf,1,semantic_embedding,0.7914,0,Decision-Focused Learning у повному сенсі може означати навчання моделі через differentiable optimization layer або task-aware surrogate loss. Smart Predict-then-Optimize у Elmachtoub and Grigas (2022) формалізує проблему розриву між prediction loss і downstream objective [12]. M,however such approaches fail to account for the optimization structure of energy storage leading to degraded prediction performance c decision-focused learning decision-focused learning has gained increasing interest in overcoming the limitations of the mpc-type methods in which 
211f08d4d8a0bd9b,analysis_outputs\thesis_similarity\final_2026-06-08_deep\inputs\google_doc_body_chapters_1_5.txt,107,d95b87b42ae6b683,docs\thesis\sources\iea-2024-ukraines-energy-security-and-coming-winter.pdf,1,semantic_embedding,0.7827,0,"Ринок на добу наперед задає погодинні price signals, які можуть бути використані для планування заряду й розряду BESS. Для України така задача має практичну вагу через потребу в гнучкості, інтеграції відновлюваної генерації, локальному балансуванні та зменшенні вартості пікових г",of their power consumption ukraine's energy security and the coming winter an energy action plan page 30 i ea cc by 4 0 through reform of the price cap in the ukrainian electricity market introducing instead a system whereby a social consumption volume is charged at a subsidized 
58652ffa65c7a450,analysis_outputs\thesis_similarity\final_2026-06-08_deep\inputs\google_doc_body_chapters_1_5.txt,705,b5515d4d0a786c2f,docs\thesis\sources\deep-similarity-and-citation-audit-2026-05-20.md,1,semantic_embedding,0.7823,0,Рисунок 4.1 робить headline result зрозумілим без довгого переліку проміжних експериментів. Lower regret означає меншу втрату economic value відносно oracle. V2+ знижує mean regret на 43.73% проти strict baseline і на 15.31% проти frozen V2. Ключову result card наведено на рисунк,перевіряються окремо як обмежувальні метрики тоді regret стратегії docs thesis chapters 03-methodology md 342' heading 3 6 метрики оцінювання і роль regret' text нульовий regret означає що стратегія досягла oracle-equivalent value під тими самими constraints чим більший regret ти
3b9a7dba6f643eee,analysis_outputs\thesis_similarity\final_2026-06-08_deep\inputs\google_doc_body_chapters_1_5.txt,197,16e9bab9f4ed3227,docs\thesis\sources\2307.13565v4-decision-focused-learning-survey.pdf,1,semantic_embedding,0.7812,0,Decision-Focused Learning у повному сенсі може означати навчання моделі через differentiable optimization layer або task-aware surrogate loss. Smart Predict-then-Optimize у Elmachtoub and Grigas (2022) формалізує проблему розриву між prediction loss і downstream objective [12]. M,prescriptive modelings are not isolated but rather deeply interconnected and hence should ideally be modeled jointly this is the goal of the decision-focused learning dfl paradigm which directly trains the ml model to make predictions that lead to good decisions in other words df
9c7b6b68cd74eeb6,analysis_outputs\thesis_similarity\final_2026-06-08_deep\inputs\google_doc_body_chapters_1_5.txt,5,ad7546112d231872,docs\thesis\sources\iea-2024-ukraines-energy-security-and-coming-winter.pdf,1,semantic_embedding,0.7718,0,"Українська енергосистема у 2026/27 році і надалі потребує інструментів, які допомагають працювати з стресом, аварійністю, волатильністю, дефіцитом маневреності та зростанням ролі систем накопичення енергії. BESS може транспортувати енергію між годинами з різною ціною, але практич",writing ukraine's energy security and the coming winter ukraine's energy system under attack page 13 i ea cc by 4 0 estimated electricity generation capacity available to ukraine at selected times since 2022 sources undp 2023 update on the energy damage assessment june 2023 towar
9c7b6b68cd74eeb6,analysis_outputs\thesis_similarity\final_2026-06-08_deep\inputs\google_doc_body_chapters_1_5.txt,5,6c061bfd27cdffa0,docs\thesis\sources\iea-2024-ukraines-energy-security-and-coming-winter.pdf,1,semantic_embedding,0.7708,0,"Українська енергосистема у 2026/27 році і надалі потребує інструментів, які допомагають працювати з стресом, аварійністю, волатильністю, дефіцитом маневреності та зростанням ролі систем накопичення енергії. BESS може транспортувати енергію між годинами з різною ціною, але практич",as the transfer of decommissioned equipment from ukraine's european neighbours however investment in new capacity and the restoration of either damaged or destroyed ukraine's energy security and the coming winter an energy action plan page 34 i ea cc by 4 0 assets may impose unwa
b1914de951ed03ab,analysis_outputs\thesis_similarity\final_2026-06-08_deep\inputs\google_doc_body_chapters_1_5.txt,1048,8e0b0ca000a0796c,docs\thesis\sources\deep-similarity-and-citation-audit-2026-05-20.md,1,semantic_embedding,0.7705,0,"Перший висновок: для BESS arbitrage forecast-only метрики недостатні. Практична якість визначається не тим, наскільки красиво модель передбачила ціну, а тим, скільки economic value schedule втрачає відносно oracle LP після SOC, power, efficiency і timing constraints. Тому regret/",і decision layer його задача полягає не в тому щоб довести перевагу моделі за mae rmse а в тому щоб виправити систематичні forecast-зсуви які найбільше шкодять downstream arbitrage decision для bess-арбітражу однакова forecast помилка в різні години не має однакової ціни помилка 
a116df3f6f7e12d9,analysis_outputs\thesis_similarity\final_2026-06-08_deep\inputs\google_doc_body_chapters_1_5.txt,124,b9fd778adcc6d87d,docs\thesis\sources\2008.08004v2-electricity-price-forecasting-review-benchmark.pdf,1,semantic_embedding,0.77,0,"Класичні роботи з electricity price forecasting часто оцінюють моделі через MAE, RMSE, MAPE або quantile losses. Такі метрики корисні для порівняння прогнозів, але вони не відповідають безпосередньо на питання, чи кращим буде battery schedule. Lago et al. (2021) показують важливі",in future studies keywords electricity price forecasting deep learning open-access benchmark forecast evaluation best practices for price forecasting 1 introduction the increasing penetration of renewable energy sources res in today's power systems makes electricity gen- eration 
