target_id,target_path,target_line,source_id,source_path,source_line,method,score,exact_shared_shingles,target_preview,source_preview
a116df3f6f7e12d9,analysis_outputs\thesis_similarity\final_2026-06-08_deep\inputs\google_doc_body_chapters_1_5.txt,124,0a3eb59c13bfacdd,docs\thesis\sources\Analyzing_Uncertainty_Quantification_in_Statistica.pdf,1,semantic_embedding,0.8088,0,"Класичні роботи з electricity price forecasting часто оцінюють моделі через MAE, RMSE, MAPE або quantile losses. Такі метрики корисні для порівняння прогнозів, але вони не відповідають безпосередньо на питання, чи кращим буде battery schedule. Lago et al. (2021) показують важливі",choice data or parameter calibration in the electricity price forecasting literature several authors have focused on developing probabilistic forecasting mod- els for power prices see e g 1 2 and 3 for overviews for general overviews of probabilistic interval forecasting see 4 an
e57ef2acbf8d9aef,docs\thesis\chapters\02-literature-review.md,21,0a3eb59c13bfacdd,docs\thesis\sources\Analyzing_Uncertainty_Quantification_in_Statistica.pdf,1,semantic_embedding,0.8013,0,"Класичні роботи з electricity price forecasting часто оцінюють моделі через MAE, RMSE, MAPE або quantile losses. Такі метрики корисні для порівняння прогнозів, але вони не відповідають безпосередньо на питання, чи кращим буде battery schedule. Lago et al. (2021) показують важливі",choice data or parameter calibration in the electricity price forecasting literature several authors have focused on developing probabilistic forecasting mod- els for power prices see e g 1 2 and 3 for overviews for general overviews of probabilistic interval forecasting see 4 an
211f08d4d8a0bd9b,analysis_outputs\thesis_similarity\final_2026-06-08_deep\inputs\google_doc_body_chapters_1_5.txt,107,276de65519a72571,docs\thesis\sources\conversation-source-capture-2026-05-08.md,1,semantic_embedding,0.795,0,"Ринок на добу наперед задає погодинні price signals, які можуть бути використані для планування заряду й розряду BESS. Для України така задача має практичну вагу через потребу в гнучкості, інтеграції відновлюваної генерації, локальному балансуванні та зменшенні вартості пікових г",forecasts by realized dispatch revenue against perfect-foresight schedules and considers ageing costs local note dfki-2025-bess-dispatch-forecast-impact md' newly captured policy and market-coupling sources status source why it matters current use include energy community ukraine
762d9192fc4b4ead,docs\thesis\chapters\02-literature-review.md,5,276de65519a72571,docs\thesis\sources\conversation-source-capture-2026-05-08.md,1,semantic_embedding,0.795,0,"Ринок на добу наперед задає погодинні price signals, які можуть бути використані для планування заряду й розряду BESS. Для України така задача має практичну вагу через потребу в гнучкості, інтеграції відновлюваної генерації, локальному балансуванні та зменшенні вартості пікових г",forecasts by realized dispatch revenue against perfect-foresight schedules and considers ageing costs local note dfki-2025-bess-dispatch-forecast-impact md' newly captured policy and market-coupling sources status source why it matters current use include energy community ukraine
3b9a7dba6f643eee,analysis_outputs\thesis_similarity\final_2026-06-08_deep\inputs\google_doc_body_chapters_1_5.txt,197,88de319b6b8a8c5d,docs\thesis\sources\2406.17085v2-perturbed-decision-focused-learning-energy-storage.pdf,1,semantic_embedding,0.7914,0,Decision-Focused Learning у повному сенсі може означати навчання моделі через differentiable optimization layer або task-aware surrogate loss. Smart Predict-then-Optimize у Elmachtoub and Grigas (2022) формалізує проблему розриву між prediction loss і downstream objective [12]. M,however such approaches fail to account for the optimization structure of energy storage leading to degraded prediction performance c decision-focused learning decision-focused learning has gained increasing interest in overcoming the limitations of the mpc-type methods in which 
1deb3f48b1563ce3,docs\thesis\chapters\02-literature-review.md,72,16e9bab9f4ed3227,docs\thesis\sources\2307.13565v4-decision-focused-learning-survey.pdf,1,semantic_embedding,0.7868,0,Decision-Focused Learning у повному сенсі може означати навчання моделі через differentiable optimization layer або task-aware surrogate loss. Smart Predict-then-Optimize у Elmachtoub and Grigas (2022) формалізує проблему розриву між prediction loss і downstream objective [[12]](,prescriptive modelings are not isolated but rather deeply interconnected and hence should ideally be modeled jointly this is the goal of the decision-focused learning dfl paradigm which directly trains the ml model to make predictions that lead to good decisions in other words df
211f08d4d8a0bd9b,analysis_outputs\thesis_similarity\final_2026-06-08_deep\inputs\google_doc_body_chapters_1_5.txt,107,d95b87b42ae6b683,docs\thesis\sources\iea-2024-ukraines-energy-security-and-coming-winter.pdf,1,semantic_embedding,0.7827,0,"Ринок на добу наперед задає погодинні price signals, які можуть бути використані для планування заряду й розряду BESS. Для України така задача має практичну вагу через потребу в гнучкості, інтеграції відновлюваної генерації, локальному балансуванні та зменшенні вартості пікових г",of their power consumption ukraine's energy security and the coming winter an energy action plan page 30 i ea cc by 4 0 through reform of the price cap in the ukrainian electricity market introducing instead a system whereby a social consumption volume is charged at a subsidized 
58652ffa65c7a450,analysis_outputs\thesis_similarity\final_2026-06-08_deep\inputs\google_doc_body_chapters_1_5.txt,705,b5515d4d0a786c2f,docs\thesis\sources\deep-similarity-and-citation-audit-2026-05-20.md,1,semantic_embedding,0.7823,0,Рисунок 4.1 робить headline result зрозумілим без довгого переліку проміжних експериментів. Lower regret означає меншу втрату economic value відносно oracle. V2+ знижує mean regret на 43.73% проти strict baseline і на 15.31% проти frozen V2. Ключову result card наведено на рисунк,перевіряються окремо як обмежувальні метрики тоді regret стратегії docs thesis chapters 03-methodology md 342' heading 3 6 метрики оцінювання і роль regret' text нульовий regret означає що стратегія досягла oracle-equivalent value під тими самими constraints чим більший regret ти
3b9a7dba6f643eee,analysis_outputs\thesis_similarity\final_2026-06-08_deep\inputs\google_doc_body_chapters_1_5.txt,197,16e9bab9f4ed3227,docs\thesis\sources\2307.13565v4-decision-focused-learning-survey.pdf,1,semantic_embedding,0.7812,0,Decision-Focused Learning у повному сенсі може означати навчання моделі через differentiable optimization layer або task-aware surrogate loss. Smart Predict-then-Optimize у Elmachtoub and Grigas (2022) формалізує проблему розриву між prediction loss і downstream objective [12]. M,prescriptive modelings are not isolated but rather deeply interconnected and hence should ideally be modeled jointly this is the goal of the decision-focused learning dfl paradigm which directly trains the ml model to make predictions that lead to good decisions in other words df
762d9192fc4b4ead,docs\thesis\chapters\02-literature-review.md,5,d95b87b42ae6b683,docs\thesis\sources\iea-2024-ukraines-energy-security-and-coming-winter.pdf,1,semantic_embedding,0.7786,0,"Ринок на добу наперед задає погодинні price signals, які можуть бути використані для планування заряду й розряду BESS. Для України така задача має практичну вагу через потребу в гнучкості, інтеграції відновлюваної генерації, локальному балансуванні та зменшенні вартості пікових г",of their power consumption ukraine's energy security and the coming winter an energy action plan page 30 i ea cc by 4 0 through reform of the price cap in the ukrainian electricity market introducing instead a system whereby a social consumption volume is charged at a subsidized 
